,stars,comments
523,5," Après essais des différents smartphones disponibles en magasin le S8 s'est avéré être le modèle qui correspondait le plus à mes attentes. Réactif, écran de qualité et surtout équipé d'un très bon appareil photo. Oubliez le verre trempé pour le moment, les modèles en ventes ne s'adapte pas correctement à l'écran. Très bonne autonomie, charge rapide, réactif bref génial! Quant à l'écran, vivement que l'OLED débarque sur nos télévisions/ordinateurs! Seul point négatif, l'emplacement du capteur d'empreinte, sans coque on peine à le trouver.  Avis complet  "
524,4," Excellent Téléphone. Intègre dès l'usine toutes les applications nécessaires (que l'on peut, pour la plupart, remplacer) J'enlève une étoile a cause du chargeur qui n'est pas au standard micro-USB, nécessitant un adaptateur que je vais probablement perdre a un moment donné.  Avis complet  "
525,5, Excellent produit ! L'iPhone 7 peut se faire du soucis  Avis complet  
526,5, J'ai acheté pour mon marie comme cadeau  Avis complet  
527,4, Très bon produit. Mais j'ai eu un peu de mal avec les côtés incurvés au début.  Avis complet  
528,5, J'ai acheté ce téléphone pour ma compagne dernièrement et il n'y a rien a dire il est tout simplement au dessus de tout les téléphones que j'ai pu avoir dans tous les domaines (sans parler des iPhone 6 et 7 que j'ai pour le travail qui sont de vrai m.... en comparaison malheureusement) Je recommande vivement  Avis complet  
529,4, Très bon produit mes j'enlève 1 étoiles car très lourd et encombrent quand on mes une coque  Avis complet  
530,5," Qualité image très bonne, on apprécie l'écran la qualité de l'image rien redire  Avis complet  "
531,3," Il y a un souci, lorsqu'on m'appelle j'entends les interlocuteurs de très loin. Je pense que c'est dû à un défaut de fabrication d'autant qu'avec un kit main libre il n'y a aucun problème d'audition. Au prix du téléphone j'étais en droit d'attendre mieux en termes de finition. A côté de ça, le S8 est magnifique  Avis complet  "
532,5," le tél est une merveille à part 2 choses: fast charge 2.0 seulement et le prix très haut. Sinon écran, camera, sécurité et performance au top.  Avis complet  "
533,5, Très bon smartphone pas étonnant venant de Samsung. Les deux choses que j'ai moins apprécié sont la touche bixby qui ne sers pas vraiment et très énervant lorsqu'on clique dessus par inadvertance. Et le detecteur d'empreintes situé à l'arrière et trop de l'objectif de l'appareil photo.  Avis complet  
534,5, Très bon smartphone pas étonnant venant de Samsung. Les deux choses que j'ai moins apprécié sont la touche bixby qui ne sers pas vraiment et très énervant lorsqu'on clique dessus par inadvertance. Et le detecteur d'empreintes situé à l'arrière et trop de l'objectif de l'appareil photo.  Avis complet  
535,5," Très bel appareil, polyvalent (photos au format raw notamment), intuitif et efficace.  Avis complet  "
536,5, Le tactile pour faire descendre le volet des taches et minable il fonctionne une fois sur 10 la batterie ne tient pas du tout la journée il faut le maitre en mode avion pour gagner 1h d'autonomie si je joue a des jeux 3d l'autonomie et de 4h10 GTA SA Niveaux photo je suis vraiment déçu le 6 edge peut largement rivaliser avec se téléphone le capteur d'empreinte digitale et mal placé Point fort le son du tel est super bon la caméra avent a la mise au point auto et elle a le flash intégré se qui vraiment bien c'est les photo basse luminosité qui son très réussi pour conclure c'est un très bon téléphone mais un peux trop cher pour la qualité final qui semble bâclé je pense que samsung prépare un s8 edge qui va corrigé tout les d'éfault indiqué en haut  Avis complet  
537,5," le meilleur smartphone tout simplement, l'écran et la qualité des photos font la différence, cher peut être mais fait l'économie d'une tablette, car vraiment confortable pour regarder des films  Avis complet  "
538,5, C'est la facilité qui a permis l'achat de se produit il y a rien à dire  Avis complet  
539,4, Bien. Verre trempé cassé dès la première semaine et après la première chute. Très cher finalement pour une coque semblable à des produits moins chers.  Avis complet  
540,4," Super téléphone ! Léger et fin en largeur et épaisseur ! Avantages : - Micrologiciel Nougat très pratique d'utilisation avec pleins de nouveautés intéressantes et utiles ! - Fait de superbes vidéos et photos !! - Le Smart Switch est excellent pour tout transférer photos, paramètres etc... - Affiche UHD très lumineux et détaillé avec un filtre lumière bleue !!!! Super couleurs !! - Facile à paramétrer Inconvénients: - Le prix est cependant élevé ! - Dommage que la batterie ne tienne pas encore plus longtemps !! Je mets tout le temps en mode économie Moyen personnalisé pour gagner env 3h de plus =) - Capteur empreintes au mauvais endroit ! Celui du S6 Edge était mieux ! Dans l'ensemble je ne regrette pas mon achat de ce téléphone qui me suit partout avec un usage quotidien intensif ! =)  Avis complet  "
541,4," Super téléphone ! Léger et fin en largeur et épaisseur ! Avantages : - Micrologiciel Nougat très pratique d'utilisation avec pleins de nouveautés intéressantes et utiles ! - Fait de superbes vidéos et photos !! - Le Smart Switch est excellent pour tout transférer photos, paramètres etc... - Affiche UHD très lumineux et détaillé avec un filtre lumière bleue !!!! Super couleurs !! - Facile à paramétrer Inconvénients: - Le prix est cependant élevé ! - Dommage que la batterie ne tienne pas encore plus longtemps !! Je mets tout le temps en mode économie Moyen personnalisé pour gagner env 3h de plus =) - Capteur empreintes au mauvais endroit ! Celui du S6 Edge était mieux ! Dans l'ensemble je ne regrette pas mon achat de ce téléphone qui me suit partout avec un usage quotidien intensif ! =)  Avis complet  "
542,5," C'est clairement le meilleur smartphone que j'ai pu avoir en mains. Rapide, ne chauffe pas, écran magnifique et facile à prendre en mains. Un inconvénient : le prix. A mon sens il manque un emplacement pour une 2eme carte SIM, l'appareil photo aurait pu être amélioré (c'est le même que le s7) et l'accès au déverrouillage par empreinte à l'arrière est tout de même inhabituel mais plus efficace qu'avant. Un excellent achat.  Avis complet  "
543,5," j'attendais ce produit avec impatience, et je suis très satisfais  Avis complet  "
544,5," C'est clairement le meilleur smartphone que j'ai pu avoir en mains. Rapide, ne chauffe pas, écran magnifique et facile à prendre en mains. Un inconvénient : le prix. A mon sens il manque un emplacement pour une 2eme carte SIM, l'appareil photo aurait pu être amélioré (c'est le même que le s7) et l'accès au déverrouillage par empreinte à l'arrière est tout de même inhabituel mais plus efficace qu'avant. Un excellent achat.  Avis complet  "
545,5, J'avais un S4.subitement l'impression de passer du primaire à la fac. C'est génial..je cherche c'est passionnant.tres bel outil  Avis complet  
546,4, J'ai acheté cet article je suis très satisfait  Avis complet  
547,5," Très contente, largement à la hauteur de mes espérances.  Avis complet  "
548,4, Satisfait du produit. Coque Samsung qui s'adapte parfaitement au S8  Avis complet  
549,3, Très bon téléphone du Samsung s8+ mais des fonctions  Avis complet  
550,5, Très satisfaite de cet article.  Avis complet  
551,5, Vendeurs sympas et modèle au top. Offre de paiement en 24 fois sans frais facile  Avis complet  
552,5, Je trouve ce telephone très bien  Avis complet  
553,5," Très bon telephone, super efficace et réactif, bonne autonomie, tient la journée en utilisation polyvalente, écran incroyable, smartphone parfait !  Avis complet  "
554,2, etui abime l'ecran au lieu de le proteger  Avis complet  
555,5," Il est magnifique ! Un bijou : la classe ! Quitté mon S7 Edge pour lui donc j'apprécie tous les petits plus ! Par contre déception au niveau sécurité car porteuse de lunettes je ne peux profiter des options ""reconnaissance d'iris ou reconnaissance faciale ... Je le quitterai pour son descendant à la condition qu'il ne soit pas plus grand car mon sac de femme ne veut pas de tablette !  Avis complet  "
556,5, Produit de qualité a acheté sans hésiter  Avis complet  
557,5, Téléphone au top. Pas déçu. Il est fonctionnel et rapide.  Avis complet  
558,4," il est bien, facile à utiliser  Avis complet  "
559,5, super appareil multimédia qui est aussi très pratique pour téléphoner  Avis complet  
560,5," Ce téléphone est beau, fontionnel, rapide, un logiciel photo très complet avec une qualité exceptionnelle ! Un écran qui repousse les frontières (doit pas plaire à MLP) ! Je le conseil fortement ! Mais attention, n'oubliez pas la coque car tout ce qui est mignon est fragile... Et pour finir bixby (le siri de l'extrême) n'est pas francophone pour le moment ! Si vous l'achetez pour ça il faudra attendre encore quelques mois... (notre langue est certainement trop complexe) Mais sinon n'hésitez pas une miette ! #iphoneripou  Avis complet  "
561,5, Un produit au top Écran incurvé magnifique Prestation Darty au top  Avis complet  
562,4, J'avais le One plus One précédemment. J'ai opté pour ce téléphone car mon ancien niveau batterie commencé à ramer et de plus le S8 venait à peine de sortir. Ca fait 2 semaines que je l'ai et je suis plutôt satisfait. Niveau fluidité il y a rien à dire. L'appareil photo ressort de magnifique photo.  Avis complet  
563,5, Un produit au top Écran incurvé magnifique Prestation Darty au top  Avis complet  
564,5," très bon smartphone , élégant.Vous ne serez pas déçu !  Avis complet  "
565,5, Utile parfait pratique. Mais le prix est un peu chère en Europe. J'espère aue le prix est plus base comme la Chine  Avis complet  
566,2, Ayant déjà le s7 edge j'ai pris le s8. Le lendemain il ne captait plus alors que j'avais du réseau d'après l'indicateur. Quelques jours après pareil mobile posé sur la table du salon avec du réseau ne reçoit pas les SMS et ne sonne pas. Je suis allé voir Fnac et j'ai repris un autre ... pour le moment j'ai eu une seule fois ce même problème j'espère ne plus avoir de soucis si non je prendrai autre marque. Au final il ne charge pas aussi vite que le s7 edge aussi augmentation du prix anormal sans vraiment d'amélioration.  Avis complet  
567,5, C'est léger et très facile d'utilisation pour moi.  Avis complet  
568,5, superbe écran et le design rien à dire. fonctionne très bien et le son super. pour le moment 1 semaine que je l'ai acheté donc on verra bien au fil du temps.  Avis complet  
569,5," J'ai acheté ce téléphone il y a 2 semaines, j'en suis très satisfait. Venant d'un iPhone la transition vers Android est un peu douloureuse mais on y arrive...L'ecran est fabuleux, et les photos sont splendides. Je recommande ce produit.  Avis complet  "
570,5, Je suis passer d'un iPhone 6 a celui ci et y a pas photo! Ce S8 est rapide fonctionnel intuitif très belle qualité de photo d'écran! Vraiment top!  Avis complet  
571,5," J ai acheté cette article la semaine dernière et il est super performant, facile à l utilisation et le nouveau déverrouillage est très bien, il fonctionne même la nuit .  Avis complet  "
572,5," Super autonomie, performant et pratique.  Avis complet  "
573,5, Vraimrnt un tres bons Smartphone!!! Prise en mains agréable!!!  Avis complet  
574,5," Puissance, Design, High Tech est le maître mot  Avis complet  "
575,4, J'ai acheté ce téléphone il y a dix jours et il est super. Seul bémol la batterie ne tiens pas aussi longtemps que j'aurais souhaité (une journée en utilisation normale )  Avis complet  
576,5, j adore et j’adore ce produit. sa fais 1 semaines que je les reçu et se produit et fantastique j’adore pour son prix sa vaut vraiment le cout . au début javais peur que se soit une arnaque ; mai la qualité et vraiment en render vous . c est le meilleur produit que j’ai plus acheter je recommande merci de votre réponse  Avis complet  
577,5," Reçu le 20 avril en pré-commande. L'appareil est rapide au démarrage, il faut très peu de temps pour le recharger, les photos sont excellentes, le déverrouillage avec l'iris marche très bien même en basse luminosite et son écran infinity est juste magnifique. Je conseille juste de vite le protéger après l'achat car même en y prenant soin (Jamais dans la poche, jamais tombé, toujours propre) le gorilla glass 5 de mon S8 a déjà quelques micro rayures sur l'écran qui sont plus où moins visibles à fort éclairage. Un verre trempé sur l'écran en plus de la coque arrière sont obligatoires autrement il ne restera pas beau très longtemps.  Avis complet  "
578,5, C'est top.. C'est très bon .. la caméra c'est super .  Avis complet  
579,5," J'ai toujours étais sur des téléphones de la marque à la pomme mais j'ai décidé de changer pour un réel changement que sa soit dans le design ou dans l'évolution d'android que je n'aimais pas pour le design. Aujourd'hui je possède le,meilleur smartphone que je n'ai jamais testé il est beau, comporte un écran de 5,8 dans une taille très honorable. Sur le point de l'écran et du design celui-ci est beaucoup plus convaincant et fais des efforts comparé aux iPhone qui ne bougent absolument pas depuis l'iPhone 6. Côté logiciel et puissance rien à dire le téléphone est ultra fluide même avec une dizaine d'application et jeux en arrière plan je ne trouve aucun ralentissement. L'autonomie est l'un des points forts de ce téléphone je tourne tout le temps en définition QHD+ et je tiens largement la journée en jouant 1 à 2h et en passant 2 à 3 heures sur internet bien sûr je ne compte pas les heures d'utilisation normale qui sont à rajouter. La définition de l'écran est incroyable je suis bluffé de l'immersion que j'ai pu avoir lors du visionnage de film,etc... c'est tout simplement incroyable. Côté appareil photo on ne peut rien lui reprocher il est très bon et le traitement photo est excellent, l'iPhone 7plus reste cependant meilleur en ce qui concerne son zoom. Pour conclure, je ne pensais jamais m'y faire mais Samsung m'a réellement impressionné avec ce smartphone tout simplement  Avis complet  "
580,5," Passage d'IOS à Android pas toujours facile, venant d'un iPhone mais la qualité de fabrication et l'écran hors-norme (récupérez des démos HDR10) m'aident à (re)passer le cap. Durée batterie correcte sans plus, mais mode économie d'énergie très efficace.  Avis complet  "
581,5," le meilleur des tel , mais un prix élevé mais je pense que Samsung aurais pu faire un effort pour les clients qui avait commander le note 7 et qui ont attendu plus de sept mois pour avoir le s8.  Avis complet  "
582,5," Utilisation depuis le 20/04/ 2017 : Le téléphone est juste magnifique, tout en verre avec des tranches lisses, les finitions sont justes exceptionnelles mais qui risque de se rayer très rapidement s'il est pas protéger avec une coque et un écran en verre trempé. L'écran de 5,8"" dans un téléphone aussi grand que le Galaxy S7 edge fait un effet wahou ! Il est magnifique, les couleurs sont stupéfiantes, les images très nettes et le fait de pouvoir du HD au full HD au QHD est un vrai plus selon les envies ou pour économiser la batterie. L'écran est doux et lumineux, en extérieur assez peu de reflets et l'écran incurvés faits toujours son effet. En ce qui concerne le problème d'écran rouge que certains utilisateurs ont fait part, pour moi, je n'ai eu aucun problème de ce genre. Le téléphone est rapide, fluide, ne chauffe pas. Les applis sont bien supportés par le grand écran et la fonction multi-écran est bien conçu. L'interface sous android 7.0 est fluide, sans accro et le fait de pouvoir transformer le téléphone en ordinateur grâce au Samsung DEX est un vrai plus. L'appareil photo arrière est superbe, les photos sont nettes, détaillés et les couleurs sont belles. Toute la partie logiciel de l'appareil photo à été revu et bien conçu. Le faite de pouvoir zoomer grâce à la molette tactile de l'écran est pratique car l'écran est grand, les différents modes sont appreciables (pro, ralenti ...) et de pouvoir mettre en évidence le 1er ou 2ème plan permettent de réaliser de belles photos. Idem pour les selfies, le capteur d'activité cardiaque qui se trouve au dos du téléphone permet également de déclencher le selfie sans avoir faire de la ""gymnastique"" à cause du grand écran. Contrairement à ce qui ai reproché au téléphone par rapport à son capteur d'empreintes digitales, il est très facile d'utilisation, on s'habitue très vite et on ne touche même pas l'objectif de l'appareil photo. Il est rapide et efficace, et pour ma part, il fonctionne du premier cou. Le capteur d'iris fonctionne bien même s'il a du mal en forte exposition de lumière ou avec des lunettes. Ces modes de déverrouillage servent également à la fonction Samsung Pass qui permet d'enregistrer des mots de passe de compte et de se connecter avec l'empreinte. Bixby, mal-grès qu'il ne soit pas totalement développé en France (prévu pour décembre 2017), l'interface ressemble beaucoup à celle de google now, bixby vision est très efficace, il reconnaît facilement des produits commerciaux pour l'acheter ou rechercher une image, il reconnaît bien les vins pour donner des infos et le vrai plus c'est qu'il est intégré dans les applis essentiels (appareil photo) du téléphone contrairement à d'autres assistant. Le téléphone tient facilement une journée et demie en utilisation intensive voir deux jours, la charge rapide est efficace et permet de charger le téléphone en 1h30. Les écouteurs de la marque AKG fournis sont de très bonne qualité tout comme le son du téléphone, et les aptateurs sont très utiles.  Avis complet  "
583,5," il est juste génial, une vitesse de folie, un design magnifique. je suis conquise !  Avis complet  "
584,5," Passant d'un galaxy S6 au S8, le changement est majeur. Que ce soit au niveau écran, batterie, fluidité ou design général, rien à redire. Très satisfait.  Avis complet  "
585,5," Je l'ai depuis une semaine, j'en suis super content  Avis complet  "
586,5," Ayant un ancien smartphone BB Q10 ... le titre en dit long. Avec une utilisation journalière assez soft , je recharge la batterie tout les 3 jours ( 12% restant) ... plus il y a d'applis qui va sur le net via la 4G plus ça fond ;-) ... j'utilise le wifi ... 5 étoiles c'est normal car c'est beau , ca marche nickel , photos de qualité. avec cette écran large c'est cool... avec le bouton home , on s'habitue très vite. de passer du BB à nougat à été relativement facile pour l'OS. Je ne regrette pas mon achat et l'accueil chez boulanger à été bon .  Avis complet  "
587,5," Il est beau, il est rapide. J'adore ce téléphone comme je n'ai jamais apprécié un objet technologique. Il a de l'allure, du style, des fonctionnalités innovantes, son écran est SUBLIME ! Le format permet d'avoir un immense écran dans l'encombrement d'un téléphone ""classique"". Mon seul regret : ne pas avoir pris le S8+  Avis complet  "
588,5, Samsung sont fidèle à eux même je recommande comme toujours une marque qui est géniale et le S8 magnifique  Avis complet  
589,4," mise en route un peu lente ainsi que la mise en arrêt, après deux mises à jour quelques bugs, contrôle d'empreinte mal placée à l'arrière pas ergonomique. très bel écran, lecture au soleil efficace, rapide en utilisation courante, bonne réception téléphone, smartphone haut de gamme très agréable à utiliser malgré quelques lacunes.  Avis complet  "
590,5," Excellent téléphone, performant et très fluide ! Le prix est un peu élevé pour peu de différences avec le S7 (sur l'APN notamment). Pour ma part, je suis passé du S5 au S8, je ne suis vraiment pas déçu.  Avis complet  "
591,4, Très bon produit rapide bonne autonomie. Je vous recommande le galaxy s8  Avis complet  
592,5, Très bon smartphone dans la suite du S7. Très beau de l'extérieure et très puissant avec son nouveau processeur Exynos. Samsung a pris de l'avance sur Apple. Pas possible de comparer un iPhone a ce S8. Le S8 c'est d'une voir deux catégories supérieur.  Avis complet  
593,5," Samsung a mis le paquet avec ce S8. Un écran époustouflant de 5,8 pouces sur un appareil qui tient parfaitement en main, j'adore ! Je l'ai protégé dès sa sortie de sa boîte car le design full verre semble très fragile.  Avis complet  "
594,5," Très beau produit, une prise en main très agréable même si certains pourraient le trouver plus que glissant. Personnellement, j'en prends soin et j'aime beaucoup le contact. Ecran magnifique, belle intégration... Seul petit bémol, cette foutue mode de toujours faire plus grand... Avec une taille un peu plus réduite, il aurait été parfait pour : - Ne pas avoir peur qu'il glisse d'une poche - Ne pas avoir peur qu'il se plie dans mon jean en entrant dans la voiture - Pouvoir accéder aux notifications plus facilement avec le pouce (et je n'ai pas une petite main)  Avis complet  "
595,5," Ecran magnifique, appareil photo excellent en basse lumière, super performant et une bonne autonomie : je garde !  Avis complet  "
596,2, Belle évolution avec un grand écran dans un format relativement compact  Avis complet  
597,5," Rien à dire, tant du point de vu visuel que matériel, le Samsung Galaxy s8 est une machine de guerre.  Avis complet  "
598,5, très bon produit en tout point Mais je ne comprend la stratégie de Samsung de réduire la quantité de pixelles comparé au s6 Nous en voulons toujours plus  Avis complet  
599,5, Je suis content de son utilisation au quotidien  Avis complet  
600,5, Pratique et simple d utilisation  Avis complet  
601,5," Un écran vraiment exceptionnel, du coup les autres smartphone ont l'air d'avoir pris 10 ans à côté de celui-ci. Les modes de déverrouillage multiple sont vraiment bien même le capteur d'iris avec ou sans lunettes. Une interface utilisateur très bien pensé et discrète ce qui m'a fait franchir le pas pour samsung par rapport à l'ancienne interface. Un appareil photo extrêmement réactif et des photos de qualité , étanche recharge rapide sans fils ou avec ... une réactivité exceptionnelles que demander de plus si ce n'est peux-être le prix..  Avis complet  "
602,5, RAS tout est parfait dans ce modèle  Avis complet  
603,2, Bug en continu des applications  Avis complet  
604,2, Belle évolution avec un grand écran dans un format relativement compact  Avis complet  
605,4, J'ai acheté ce produit il y a peu de temps. j'en suis très satisfait il est complet mais intuitive d'utilisation.  Avis complet  
606,5, Franchement l'écran est hyper grand. Au début un peu de mal à s'habituer a la taille mais en 2 jours on s'y fais. Le capteur d'empreinte a l'arrière on s'y fais a force. Avec l'index c'est plutôt simple du accéder mais on fais des traces sur l'appareil photo souvent. Qui fais des photos sublime. Même avec peu de lumière. L'autonomie est raisonnable en l'utilisant beaucoup pour internet etc sur une journée il reste environ 20 à 30%. La charge est rapide. Petit bémol c'est bixbie qui ne sert pas à grand chose pour le moment. Vivement la mise à jour pour voir si il est vraiment égal à siri.  Avis complet  
607,5," finition très soigné , la batterie est performante malgré une utilisation intensif (a voir dans le temps) c'est un produit de grande qualité rien à redire sauf le coût  Avis complet  "
608,5, Passage de l'iphone au samsung facile  Avis complet  
609,5," finition très soigné , la batterie est performante malgré une utilisation intensif (a voir dans le temps) c'est un produit de grande qualité rien à redire sauf le coût  Avis complet  "
610,5," Très bien, conforme à mes attentes, je recommande !  Avis complet  "
611,5, Un très bon téléphone reçu a la date de prévu  Avis complet  
612,4," Très bon produit, je suis très satisfait de mon achat et facile à utiliser  Avis complet  "
613,4, Performance data 4G Free décevante Ergonomie facile  Avis complet  
614,5, super rien a dire prix un peut lourd mais le téléphone et énorme :-)  Avis complet  
615,1, Mon smartphone S 8 est bloquer  Avis complet  
616,5," Très bon téléphone, cela fait deux jour que je l'ai, il me surprend chaque jour. Le détecteur d'iris, impeccable, il fonctionne même dans le noir. J'avais une crainte par rapport à la position du lecteur d'empreintes, mais il est idéalement placé.  Avis complet  "
617,5, Aucun regret de l'avoir précommandé  Avis complet  
618,4, Plutôt content d'être revenu chez Samsung avec un produit de qualité entre les mains.  Avis complet  
619,5," très beau design, écran stupéfiant, capacité mémoire importante beau spécimen  Avis complet  "
620,5," Dans la continuité du S7, de mieux en mieux.  Avis complet  "
621,5, Je suis très contente de mon téléphone portable  Avis complet  
622,5, Je suis en Côte d'Ivoire avec le produit et ça fonctionne super bien suis content et satisfait  Avis complet  
623,5," J'ai acheté cet article la semaine dernière, il est génial mais j'ai l'impression qu'il est bridé.. Il n'est pas à 100% de ses capacités. Le capteur d'empreinte digitale n'est pas très réactif et il met un peu de temps pour sortir de veille. Pour déverrouiller le téléphone il faudra avoir de la patience, sachant qu'on le fait plusieurs fois par jour et tous les jours. Sinon une fois déverrouiller, c'est extraordinaire !  Avis complet  "
624,5, se smartphone et génial performant et très rapide je vous le recommande  Avis complet  
625,5, Rien a redire sur ma commande.  Avis complet  
626,5, Téléphone magnifique très puissant.  Avis complet  
627,4," Rien a dire très beau téléphone et au surplus super performant. Un must. Deux points faibles d'où 4 étoiles (mais la 5eme est méritée) : l'autonomie ne progresse pas surtout si on active toutes les fonctionnalités notamment celles faisant appel à la caméra par exemple le Stay view, ou la qualité optimale de définition. On reste sur une journée plus ou moins longue, pas plus, à moins de sélectionner le mode ultra économique ou l'on part le week-end avec sms et tel activés uniquement... Enfin, l'écran va être difficile à protéger compte tenu de sa forme par des films vraiment invisibles.  Avis complet  "
628,5," N° 1 des Smartphones, le top du top  Avis complet  "
629,5, Délai de livraison parfaitement respecté Suiviparfait  Avis complet  
630,5, Le meilleur smartphone du marché à l'heur actuelle !!  Avis complet  
631,4, Réception de l'intégralité de la commande sans soucis et même avant la date prévu  Avis complet  
632,4, Ce téléphone est tout simplement ce qui ce fait de mieux actuellement pour le prix tout n'est pas parfait malheureusement le capteur d'empreinte digital n'est pas bien placé et l'appareil photo n'a que très peu voir pas du tout évolué mais reste une valeur sur du marché pour la prise en main il est plus étroit qu'un S7 edge par exemple pour des grandes mains préférer le s8+  Avis complet  
633,5," très beau téléphone.samsung a signé l'an dernier le meilleur produit,je ne suis pas d'utiliser un autre téléphone de Samsung déjà  Avis complet  "
634,3, Portable pas super ..... .  Avis complet  
635,5, Appareil exceptionnel de qualité. Encore une belle réalisation Samsung  Avis complet  
636,5, Autonomie un peu légère pour un usage poussé. Heureusement que le chargement est très rapide donc on se retrouve difficilement à plat quand on a son chargeur sur soi  Avis complet  
637,5, Achetez le c'est vraiment un super téléphone au design Parfait et aux fonctionnalités multiples .  Avis complet  
638,5," Très bel écran, prise en main agréable. Beau design. Une réussite  Avis complet  "
639,5, J'ai reçu mon téléphone la semaine dernière et j'en suis très satisfaite. Il répond à toute mes attentes.  Avis complet  
640,5, Je viens de le recevoir et ce smartphone m'a réconcilié avec Samsung  Avis complet  
641,5, Juste parfait esthétique et génial merci  Avis complet  
642,5," Produit que j'attendais avec impatience pour ma part, je n'ai pas été déçu ! Un design vraiment réussi et ergonomique, un 5,8 pouces qui n'est pas encombrant, une sécurité renforcée, tout ce qui se fait de mieux en terme de puissance, un appareil photo au top et l'interface Samsung qui à été revu. Un prix élevé mais un appareil de qualité !  Avis complet  "
643,5, Produit conforme à la description  Avis complet  
644,5, Smartphone commandé pour ma femme qui est enchantée de la qualité du produit.  Avis complet  
645,5," Super, il manque encore Bixby qui n'est pas sorti pour les français mais tout est vraiment très agréable sur ce téléphone !  Avis complet  "
646,3," Bonjour je tien a dire que ma question est très sérieuse, Voila j'ai commander le s8 je les reçu le 20 comme tout le monde cependant sur la haut de l’écran dans toute la ligne heure horloge opérateur j'ai impression qui y a une teinte très très verte presque comme un tâche que doit je faire svp? une sorte de trace verte de plus cette endroit de l’écran et un peu pixelisé je trouve si quelqu’un a acheter le S8 j'aimerait vraiment échanger par mail ou téléphone quelque information pour savoir si ces vraiment mon tel qui a un problème échanger des capture d’écran ou autre pour me rassure , j'hésite a le renvoyer ( a mon avis ces un problème de fabrication mais pas sûre) par exemple sur snapchat dans le fil de Story quand on fait défiler on voit très bien la ligne (heure horloge batterie) défiler sur le dans le fil.... si quelqu’un a une idée, merci d'avance a tous pour vos réponse Cordialement  Avis complet  "
647,5," Ce smartphone est sublime. Beau, véloce et bien pensé. Un pur concentré de technologie.  Avis complet  "
648,5," Je suis satisfait du produit galaxy S8 qui est de très bonne qualité. Présence d'un port Jack et emplacement pour carte Sd donc super produit. Le déverrouillage d'écran par le capteur d'iris est juste génial même en pleine nuit, déverrouillage en 1 sec!  Avis complet  "
649,5," Un concentré de plaisir en 5,8"", mis à part le prix tout est génial :-)  Avis complet  "
650,5," Une véritable réussite que ce S8 : beau et performant ! D'une fluidité à toute épreuve ! J'en étais resté au S6 edge, ce S8 est une pure merveille !  Avis complet  "
651,5, Le meilleur smartphone du moment avec un design magnifique  Avis complet  
652,5, Galaxy S8 reçu au top vive Samsung  Avis complet  
653,5," Ce téléphone est vraiment super joli. Ce qui frappe à la première vue c'est cet immense écran de 5,8 pouces. Il occupe pratiquement tout le téléphone. Comme d'habitude, pas de surprise, la qualité visuelle est là. Le mélange verre - aluminium met en valeur l'ensemble. C'est du haut de gamme. La qualité du super Amoled n'est plus à prouver par la marque. L'emplacement arrière du capteur d'empreinte déroute un peu au départ mais on le trouve facilement après quelques utilisations sans toutefois salir l'appareil photo. La reconnaissance d'iris fonctionne parfaitement. La navigation dans les divers répertoires est très fluide et facile. Bref, il va falloir un peu de temps pour creuser un peu les nouveautés de ce smartphone mais ma première impression est très bonne. Je suis un adepte du modèle ""galaxy"" ayant déjà eu un S, un S3, un S5 et un S6 edge. Je ne suis pas déçu du S8 mais cela ne fait qu'une journée que je l'ai. Un conseil, protégez ce petit bijou. Pour ma part j'ai mis un étui View cover LED et une protection d'écran en verre. Bien sûr, ceux qui n'aiment pas SAMSUNG lui trouveront plein de défauts...  Avis complet  "
654,1, No se si es problema de la empresa de transportes o de empresa eglobal central pero nadie me da información!!  Avis complet  
655,4," Preis ist Top. Lieferung dauert etwas lange, aber hat innerhalb des zugesicherten Zeitraumes erfolgt  Avis complet  "
656,5, Ottimo prodotto e Eglobal sempre affidabile!  Avis complet  
657,1, I bought a phone from this site and opted to return well within the return period on the website. Unopened box purchased wrong phone model by mistake. However I cannot get global to reply to accept the return. Don't buy from here!!!!  Avis complet  
658,5, Very good phone strong and reliable with very elegant style  Avis complet  
659,2," Tempi di spedizione lentissimi. Su quattro prodotti acquistati uno è arrivato danneggiato e uno con la confezione aperta. Nessuno risponde mai ai contatti indicati. Assolutamente inesistenti per qualsiasi problema, bisogna solo sperare che tutto vada bene sennò addio soldi e cuore in pace... Non metto una sola stella solo perché per ora il prodotto più costoso sembra funzionare... Incrocio le dita e spero... ma li sconsiglio vivamente se non si ama il rischio.  Avis complet  "
660,5, Todo correcto aunque la entrega muy larga.  Avis complet  
661,5," przeżyłam chwile grozy, bo paczka docierała ok 3 tygodni, ale było warto!:) telefon świetny!  Avis complet  "
662,4," Buon prodotto, la spedizione arrivata nei termini previsti dei 10gg. Tutto regolare!  Avis complet  "
663,5," Consegna un pó lunga , circa 2 settimane , ma prodotto perfetto , S8 dualsim che in Italia neanche vendono . 👍  Avis complet  "
664,5, Great phone for a great price.  Avis complet  
665,1," La mia recensione non può che essere assolutamente NEGATIVA. Infatti ho ordinato il prodotto il 27/11/2017 e ad oggi (3/1/2018) lo sto ancora aspettando, risulta ancora in transito. Le innumerevoli mail inviate all'assistenza clienti, per ricevere spiegazioni, sono rimaste tutte senza risposta. Pertanto sconsiglio a tutti di fare acquisti con questa ditta per la scarsa professionalità dimostrata!  Avis complet  "
